"Charge_Type";"Charge_Date";"Day_Type";"PEV_Code";"Charge_Duration";"Start_Time";"Stop_Time";"Time_Zone";"KWh";"Spans_Zones";"Noise"
"L2";"8/1/2010";"Weekday";"H158.V280";5;"6:10";"6:50";"Off-Peak";5,5;FALSE;0
"L2";"8/1/2010";"Weekday";"H158.V280";9;"12:30";"13:50";"Shoulder 1";9,9;TRUE;0
"L2";"8/1/2010";"Weekday";"H158.V280";1;"14:00";"14:00";"Peak";1,1;TRUE;0
"L2";"4/1/2010";"Weekday";"H158.V281";2;"7:30";"7:40";"Shoulder 1";2,2;FALSE;0
"L2";"5/1/2010";"Weekday";"H158.V281";1;"1:10";"1:10";"Off-Peak";1,1;FALSE;0
"L2";"6/1/2010";"Weekday";"H158.V281";1;"17:00";"17:00";"Peak";1,1;FALSE;0
"L2";"7/1/2010";"Weekday";"H158.V281";3;"12:20";"12:40";"Shoulder 1";3,3;FALSE;0
"L2";"7/1/2010";"Weekday";"H158.V281";2;"17:30";"17:40";"Peak";2,2;FALSE;0
"L2";"7/1/2010";"Weekday";"H158.V281";3;"19:20";"19:40";"Peak";3,3;FALSE;0
"L2";"8/1/2010";"Weekday";"H158.V281";2;"10:10";"10:20";"Shoulder 1";2,2;FALSE;0
"L2";"8/1/2010";"Weekday";"H158.V281";10;"14:20";"15:50";"Peak";11;FALSE;0
"L2";"4/1/2010";"Weekday";"H158.V282";1;"11:20";"11:20";"Shoulder 1";1,1;FALSE;0
"L2";"4/1/2010";"Weekday";"H158.V282";1;"12:20";"12:20";"Shoulder 1";1,1;FALSE;0
"L2";"4/1/2010";"Weekday";"H158.V282";1;"15:20";"15:20";"Peak";1,1;FALSE;0
"L2";"4/1/2010";"Weekday";"H158.V282";1;"17:30";"17:30";"Peak";1,1;FALSE;0
"L2";"4/1/2010";"Weekday";"H158.V282";2;"23:40";"23:50";"Off-Peak";2,2;FALSE;0
"L2";"5/1/2010";"Weekday";"H158.V282";1;"15:20";"15:20";"Peak";1,1;FALSE;0
"L2";"5/1/2010";"Weekday";"H158.V282";4;"18:40";"19:10";"Peak";4,4;FALSE;0
"L2";"6/1/2010";"Weekday";"H158.V282";1;"12:40";"12:40";"Shoulder 1";1,1;FALSE;0
"L2";"6/1/2010";"Weekday";"H158.V282";3;"20:00";"20:20";"Shoulder 2";3,3;FALSE;0
"L2";"7/1/2010";"Weekday";"H158.V282";1;"12:40";"12:40";"Shoulder 1";1,1;FALSE;0
"L2";"7/1/2010";"Weekday";"H158.V282";3;"20:10";"20:30";"Shoulder 2";3,3;FALSE;0
"L2";"8/1/2010";"Weekday";"H158.V282";1;"18:40";"18:40";"Peak";1,1;FALSE;0
"L2";"8/1/2010";"Weekday";"H158.V282";1;"23:40";"23:40";"Off-Peak";1,1;FALSE;0
"L2";"4/1/2010";"Weekday";"H158.V283";1;"10:40";"10:40";"Shoulder 1";1,1;FALSE;0
"L2";"4/1/2010";"Weekday";"H158.V283";2;"18:20";"18:30";"Peak";2,2;FALSE;0
"L2";"5/1/2010";"Weekday";"H158.V283";2;"21:00";"21:10";"Shoulder 2";2,2;FALSE;0
"L2";"6/1/2010";"Weekday";"H158.V283";1;"18:50";"18:50";"Peak";1,1;FALSE;0
"L2";"7/1/2010";"Weekday";"H158.V283";1;"8:00";"8:00";"Shoulder 1";1,1;FALSE;0
"L2";"7/1/2010";"Weekday";"H158.V283";1;"11:30";"11:30";"Shoulder 1";1,1;FALSE;0
"L2";"7/1/2010";"Weekday";"H158.V283";2;"15:40";"15:50";"Peak";2,2;FALSE;0
"L2";"7/1/2010";"Weekday";"H158.V283";1;"20:20";"20:20";"Shoulder 2";1,1;FALSE;0
"L2";"8/1/2010";"Weekday";"H158.V283";1;"10:40";"10:40";"Shoulder 1";1,1;FALSE;0
"L2";"8/1/2010";"Weekday";"H158.V283";3;"14:10";"14:30";"Peak";3,3;FALSE;0
"L2";"8/1/2010";"Weekday";"H158.V283";3;"17:30";"17:50";"Peak";3,3;FALSE;0
"L2";"8/1/2010";"Weekday";"H158.V283";1;"21:50";"21:50";"Shoulder 2";1,1;TRUE;0
"L2";"8/1/2010";"Weekday";"H158.V283";1;"22:00";"22:00";"Off-Peak";1,1;TRUE;0
"L2";"4/1/2010";"Weekday";"H158.V284";1;"12:20";"12:20";"Shoulder 1";1,1;FALSE;0
"L2";"4/1/2010";"Weekday";"H158.V284";2;"16:10";"16:20";"Peak";2,2;FALSE;0
"L2";"4/1/2010";"Weekday";"H158.V284";1;"20:00";"20:00";"Shoulder 2";1,1;FALSE;0
"L2";"5/1/2010";"Weekday";"H158.V284";1;"11:10";"11:10";"Shoulder 1";1,1;FALSE;0
"L2";"5/1/2010";"Weekday";"H158.V284";2;"17:20";"17:30";"Peak";2,2;FALSE;0
"L2";"6/1/2010";"Weekday";"H158.V284";1;"6:50";"6:50";"Off-Peak";1,1;FALSE;0
"L2";"6/1/2010";"Weekday";"H158.V284";1;"12:30";"12:30";"Shoulder 1";1,1;FALSE;0
"L2";"6/1/2010";"Weekday";"H158.V284";2;"15:00";"15:10";"Peak";2,2;FALSE;0
"L2";"7/1/2010";"Weekday";"H158.V284";2;"7:30";"7:40";"Shoulder 1";2,2;FALSE;0
"L2";"7/1/2010";"Weekday";"H158.V284";2;"12:20";"12:30";"Shoulder 1";2,2;FALSE;0
"L2";"8/1/2010";"Weekday";"H158.V284";3;"8:20";"8:40";"Shoulder 1";3,3;FALSE;0
"L2";"4/1/2010";"Weekday";"H159.V285";1;"0:50";"0:50";"Off-Peak";1,1;FALSE;0
"L2";"4/1/2010";"Weekday";"H159.V285";1;"9:20";"9:20";"Shoulder 1";1,1;FALSE;0
"L2";"4/1/2010";"Weekday";"H159.V285";1;"12:00";"12:00";"Shoulder 1";1,1;FALSE;0
"L2";"5/1/2010";"Weekday";"H159.V285";4;"14:10";"14:40";"Peak";4,4;FALSE;0
"L2";"6/1/2010";"Weekday";"H159.V285";2;"8:00";"8:10";"Shoulder 1";2,2;FALSE;0
"L2";"6/1/2010";"Weekday";"H159.V285";2;"14:20";"14:30";"Peak";2,2;FALSE;0
"L2";"7/1/2010";"Weekday";"H159.V285";3;"11:50";"12:10";"Shoulder 1";3,3;FALSE;0
"L2";"7/1/2010";"Weekday";"H159.V285";8;"20:40";"21:50";"Shoulder 2";8,8;TRUE;0
"L2";"7/1/2010";"Weekday";"H159.V285";2;"22:00";"22:10";"Off-Peak";2,2;TRUE;0
"L2";"8/1/2010";"Weekday";"H159.V285";1;"16:00";"16:00";"Peak";1,1;FALSE;0
"L2";"8/1/2010";"Weekday";"H159.V285";4;"19:20";"19:50";"Peak";4,4;TRUE;0
"L2";"8/1/2010";"Weekday";"H159.V285";12;"20:00";"21:50";"Shoulder 2";13,2;TRUE;0
"L2";"4/1/2010";"Weekday";"H160.V286";1;"8:20";"8:20";"Shoulder 1";1,1;FALSE;0
"L2";"4/1/2010";"Weekday";"H160.V286";1;"14:30";"14:30";"Peak";1,1;FALSE;0
"L2";"5/1/2010";"Weekday";"H160.V286";2;"9:20";"9:30";"Shoulder 1";2,2;FALSE;0
"L2";"6/1/2010";"Weekday";"H160.V286";1;"12:00";"12:00";"Shoulder 1";1,1;FALSE;0
"L2";"6/1/2010";"Weekday";"H160.V286";1;"13:50";"13:50";"Shoulder 1";1,1;FALSE;0
"L2";"6/1/2010";"Weekday";"H160.V286";1;"15:50";"15:50";"Peak";1,1;FALSE;0
"L2";"6/1/2010";"Weekday";"H160.V286";2;"22:30";"22:40";"Off-Peak";2,2;FALSE;0
"L2";"7/1/2010";"Weekday";"H160.V286";1;"13:40";"13:40";"Shoulder 1";1,1;FALSE;0
"L2";"7/1/2010";"Weekday";"H160.V286";1;"18:50";"18:50";"Peak";1,1;FALSE;0
"L2";"7/1/2010";"Weekday";"H160.V286";2;"22:20";"22:30";"Off-Peak";2,2;FALSE;0
"L2";"4/1/2010";"Weekday";"H160.V287";1;"16:10";"16:10";"Peak";1,1;FALSE;0
"L2";"5/1/2010";"Weekday";"H160.V287";1;"11:20";"11:20";"Shoulder 1";1,1;FALSE;0
"L2";"5/1/2010";"Weekday";"H160.V287";1;"12:40";"12:40";"Shoulder 1";1,1;FALSE;0
"L2";"6/1/2010";"Weekday";"H160.V287";4;"11:50";"12:20";"Shoulder 1";4,4;FALSE;0
"L2";"6/1/2010";"Weekday";"H160.V287";3;"21:00";"21:20";"Shoulder 2";3,3;FALSE;0
"L2";"7/1/2010";"Weekday";"H160.V287";1;"11:20";"11:20";"Shoulder 1";1,1;FALSE;0
"L2";"7/1/2010";"Weekday";"H160.V287";1;"13:40";"13:40";"Shoulder 1";1,1;FALSE;0
"L2";"7/1/2010";"Weekday";"H160.V287";4;"14:40";"15:10";"Peak";4,4;FALSE;0
"L2";"7/1/2010";"Weekday";"H160.V287";14;"17:40";"19:50";"Peak";15,4;TRUE;0
"L2";"7/1/2010";"Weekday";"H160.V287";2;"20:00";"20:10";"Shoulder 2";2,2;TRUE;0
"L2";"8/1/2010";"Weekday";"H160.V287";4;"13:20";"13:50";"Shoulder 1";4,4;TRUE;0
"L2";"8/1/2010";"Weekday";"H160.V287";8;"14:00";"15:10";"Peak";8,8;TRUE;0
"L2";"8/1/2010";"Weekday";"H160.V287";5;"21:10";"21:50";"Shoulder 2";5,5;TRUE;0
"L2";"8/1/2010";"Weekday";"H160.V287";11;"22:00";"23:40";"Off-Peak";12,1;TRUE;0
"L2";"4/1/2010";"Weekday";"H160.V288";1;"15:40";"15:40";"Peak";1,1;FALSE;0
"L2";"4/1/2010";"Weekday";"H160.V288";1;"23:30";"23:30";"Off-Peak";1,1;FALSE;0
"L2";"5/1/2010";"Weekday";"H160.V288";1;"13:00";"13:00";"Shoulder 1";1,1;FALSE;0
"L2";"7/1/2010";"Weekday";"H160.V288";1;"14:10";"14:10";"Peak";1,1;FALSE;0
"L2";"7/1/2010";"Weekday";"H160.V288";1;"18:50";"18:50";"Peak";1,1;FALSE;0
"L2";"8/1/2010";"Weekday";"H160.V288";1;"11:30";"11:30";"Shoulder 1";1,1;FALSE;0
"L2";"8/1/2010";"Weekday";"H160.V288";2;"20:40";"20:50";"Shoulder 2";2,2;FALSE;0
"L2";"4/1/2010";"Weekday";"H161.V289";1;"15:30";"15:30";"Peak";1,1;FALSE;0
"L2";"5/1/2010";"Weekday";"H161.V289";2;"13:40";"13:50";"Shoulder 1";2,2;FALSE;0
"L2";"6/1/2010";"Weekday";"H161.V289";1;"11:20";"11:20";"Shoulder 1";1,1;FALSE;0
"L2";"6/1/2010";"Weekday";"H161.V289";2;"12:30";"12:40";"Shoulder 1";2,2;FALSE;0
"L2";"6/1/2010";"Weekday";"H161.V289";2;"18:40";"18:50";"Peak";2,2;FALSE;0
"L2";"8/1/2010";"Weekday";"H161.V289";1;"10:40";"10:40";"Shoulder 1";1,1;FALSE;0
"L2";"4/1/2010";"Weekday";"H162.V290";2;"9:10";"9:20";"Shoulder 1";2,2;FALSE;0
"L2";"4/1/2010";"Weekday";"H162.V290";1;"11:40";"11:40";"Shoulder 1";1,1;FALSE;0
"L2";"4/1/2010";"Weekday";"H162.V290";1;"13:50";"13:50";"Shoulder 1";1,1;FALSE;0
"L2";"5/1/2010";"Weekday";"H162.V290";3;"19:30";"19:50";"Peak";3,3;TRUE;0
"L2";"5/1/2010";"Weekday";"H162.V290";2;"20:00";"20:10";"Shoulder 2";2,2;TRUE;0
"L2";"5/1/2010";"Weekday";"H162.V290";1;"21:50";"21:50";"Shoulder 2";1,1;FALSE;0
"L2";"6/1/2010";"Weekday";"H162.V290";4;"16:30";"17:00";"Peak";4,4;FALSE;0
"L2";"6/1/2010";"Weekday";"H162.V290";2;"21:30";"21:40";"Shoulder 2";2,2;FALSE;0
"L2";"7/1/2010";"Weekday";"H162.V290";1;"16:10";"16:10";"Peak";1,1;FALSE;0
"L2";"8/1/2010";"Weekday";"H162.V290";1;"17:20";"17:20";"Peak";1,1;FALSE;0
"L2";"4/1/2010";"Weekday";"H162.V291";2;"1:00";"1:10";"Off-Peak";2,2;FALSE;0
"L2";"4/1/2010";"Weekday";"H162.V291";1;"16:10";"16:10";"Peak";1,1;FALSE;0
"L2";"4/1/2010";"Weekday";"H162.V291";1;"20:00";"20:00";"Shoulder 2";1,1;FALSE;0
"L2";"5/1/2010";"Weekday";"H162.V291";1;"11:10";"11:10";"Shoulder 1";1,1;FALSE;0
"L2";"5/1/2010";"Weekday";"H162.V291";2;"17:20";"17:30";"Peak";2,2;FALSE;0
"L2";"6/1/2010";"Weekday";"H162.V291";1;"6:50";"6:50";"Off-Peak";1,1;FALSE;0
"L2";"6/1/2010";"Weekday";"H162.V291";1;"12:30";"12:30";"Shoulder 1";1,1;FALSE;0
"L2";"6/1/2010";"Weekday";"H162.V291";2;"15:00";"15:10";"Peak";2,2;FALSE;0
"L2";"7/1/2010";"Weekday";"H162.V291";2;"6:30";"6:40";"Off-Peak";2,2;FALSE;0
"L2";"7/1/2010";"Weekday";"H162.V291";1;"7:30";"7:30";"Shoulder 1";1,1;FALSE;0
"L2";"8/1/2010";"Weekday";"H162.V291";2;"8:20";"8:30";"Shoulder 1";2,2;FALSE;0
"L2";"4/1/2010";"Weekday";"H163.V292";3;"8:40";"9:00";"Shoulder 1";3,3;FALSE;0
"L2";"4/1/2010";"Weekday";"H163.V292";3;"11:20";"11:40";"Shoulder 1";3,3;FALSE;0
"L2";"4/1/2010";"Weekday";"H163.V292";2;"14:00";"14:10";"Peak";2,2;FALSE;0
"L2";"4/1/2010";"Weekday";"H163.V292";8;"15:40";"16:50";"Peak";8,8;FALSE;0
"L2";"5/1/2010";"Weekday";"H163.V292";10;"17:20";"18:50";"Peak";11;FALSE;0
"L2";"6/1/2010";"Weekday";"H163.V292";3;"10:00";"10:20";"Shoulder 1";3,3;FALSE;0
"L2";"6/1/2010";"Weekday";"H163.V292";11;"11:50";"13:30";"Shoulder 1";12,1;FALSE;0
"L2";"6/1/2010";"Weekday";"H163.V292";6;"19:00";"19:50";"Peak";6,6;TRUE;0
"L2";"6/1/2010";"Weekday";"H163.V292";2;"20:00";"20:10";"Shoulder 2";2,2;TRUE;0
"L2";"7/1/2010";"Weekday";"H163.V292";1;"6:50";"6:50";"Off-Peak";1,1;FALSE;0
"L2";"7/1/2010";"Weekday";"H163.V292";3;"8:00";"8:20";"Shoulder 1";3,3;FALSE;0
"L2";"8/1/2010";"Weekday";"H163.V292";7;"15:00";"16:00";"Peak";7,7;FALSE;0
"L2";"5/1/2010";"Weekday";"H164.V293";1;"18:30";"18:30";"Peak";1,1;FALSE;0
"L2";"6/1/2010";"Weekday";"H164.V293";6;"4:50";"5:40";"Off-Peak";6,6;FALSE;0
"L2";"6/1/2010";"Weekday";"H164.V293";1;"6:10";"6:10";"Off-Peak";1,1;FALSE;0
"L2";"6/1/2010";"Weekday";"H164.V293";1;"12:20";"12:20";"Shoulder 1";1,1;FALSE;0
"L2";"7/1/2010";"Weekday";"H164.V293";1;"11:50";"11:50";"Shoulder 1";1,1;FALSE;0
"L2";"7/1/2010";"Weekday";"H164.V293";8;"15:30";"16:40";"Peak";8,8;FALSE;0
"L2";"8/1/2010";"Weekday";"H164.V293";1;"0:00";"0:00";"Off-Peak";1,1;FALSE;0
"L2";"8/1/2010";"Weekday";"H164.V293";1;"15:50";"15:50";"Peak";1,1;FALSE;0
"L2";"4/1/2010";"Weekday";"H165.V294";3;"14:30";"14:50";"Peak";3,3;FALSE;0
"L2";"5/1/2010";"Weekday";"H165.V294";1;"14:40";"14:40";"Peak";1,1;FALSE;0
"L2";"6/1/2010";"Weekday";"H165.V294";1;"13:10";"13:10";"Shoulder 1";1,1;FALSE;0
"L2";"6/1/2010";"Weekday";"H165.V294";1;"20:40";"20:40";"Shoulder 2";1,1;FALSE;0
"L2";"6/1/2010";"Weekday";"H165.V294";1;"20:50";"20:50";"Shoulder 2";1,1;FALSE;0
"L2";"7/1/2010";"Weekday";"H165.V294";1;"10:20";"10:20";"Shoulder 1";1,1;FALSE;0
"L2";"7/1/2010";"Weekday";"H165.V294";3;"11:00";"11:20";"Shoulder 1";3,3;FALSE;0
"L2";"8/1/2010";"Weekday";"H165.V294";2;"13:30";"13:40";"Shoulder 1";2,2;FALSE;0
"L2";"8/1/2010";"Weekday";"H165.V294";3;"15:30";"15:50";"Peak";3,3;FALSE;0
"L2";"4/1/2010";"Weekday";"H165.V295";3;"6:20";"6:40";"Off-Peak";3,3;FALSE;0
"L2";"5/1/2010";"Weekday";"H165.V295";2;"15:30";"15:40";"Peak";2,2;FALSE;0
"L2";"5/1/2010";"Weekday";"H165.V295";1;"18:00";"18:00";"Peak";1,1;FALSE;0
"L2";"6/1/2010";"Weekday";"H165.V295";1;"11:10";"11:10";"Shoulder 1";1,1;FALSE;0
"L2";"6/1/2010";"Weekday";"H165.V295";1;"12:10";"12:10";"Shoulder 1";1,1;FALSE;0
"L2";"6/1/2010";"Weekday";"H165.V295";1;"16:00";"16:00";"Peak";1,1;FALSE;0
"L2";"6/1/2010";"Weekday";"H165.V295";2;"18:50";"19:00";"Peak";2,2;FALSE;0
"L2";"6/1/2010";"Weekday";"H165.V295";2;"21:20";"21:30";"Shoulder 2";2,2;FALSE;0
"L2";"7/1/2010";"Weekday";"H165.V295";2;"22:00";"22:10";"Off-Peak";2,2;FALSE;0
"L2";"8/1/2010";"Weekday";"H165.V295";1;"18:40";"18:40";"Peak";1,1;FALSE;0
"L2";"8/1/2010";"Weekday";"H165.V295";1;"22:10";"22:10";"Off-Peak";1,1;FALSE;0
"L2";"8/1/2010";"Weekday";"H165.V295";1;"23:40";"23:40";"Off-Peak";1,1;FALSE;0
"L2";"5/1/2010";"Weekday";"H166.V296";2;"10:40";"10:50";"Shoulder 1";2,2;FALSE;0
"L2";"5/1/2010";"Weekday";"H166.V296";1;"14:20";"14:20";"Peak";1,1;FALSE;0
"L2";"7/1/2010";"Weekday";"H166.V296";2;"7:50";"8:00";"Shoulder 1";2,2;FALSE;0
"L2";"7/1/2010";"Weekday";"H166.V296";1;"10:00";"10:00";"Shoulder 1";1,1;FALSE;0
"L2";"7/1/2010";"Weekday";"H166.V296";1;"16:30";"16:30";"Peak";1,1;FALSE;0
"L2";"7/1/2010";"Weekday";"H166.V296";1;"22:00";"22:00";"Off-Peak";1,1;FALSE;0
"L2";"8/1/2010";"Weekday";"H166.V296";1;"11:00";"11:00";"Shoulder 1";1,1;FALSE;0
"L2";"8/1/2010";"Weekday";"H166.V296";1;"21:10";"21:10";"Shoulder 2";1,1;FALSE;0
"L2";"8/1/2010";"Weekday";"H166.V296";5;"22:10";"22:50";"Off-Peak";5,5;FALSE;0
"L2";"4/1/2010";"Weekday";"H167.V297";2;"0:00";"0:10";"Off-Peak";2,2;FALSE;0
"L2";"4/1/2010";"Weekday";"H167.V297";1;"12:10";"12:10";"Shoulder 1";1,1;FALSE;0
"L2";"4/1/2010";"Weekday";"H167.V297";2;"14:30";"14:40";"Peak";2,2;FALSE;0
"L2";"5/1/2010";"Weekday";"H167.V297";1;"15:50";"15:50";"Peak";1,1;FALSE;0
"L2";"6/1/2010";"Weekday";"H167.V297";1;"10:50";"10:50";"Shoulder 1";1,1;FALSE;0
"L2";"7/1/2010";"Weekday";"H167.V297";3;"6:20";"6:40";"Off-Peak";3,3;FALSE;0
"L2";"7/1/2010";"Weekday";"H167.V297";2;"11:50";"12:00";"Shoulder 1";2,2;FALSE;0
"L2";"7/1/2010";"Weekday";"H167.V297";2;"14:30";"14:40";"Peak";2,2;FALSE;0
"L2";"8/1/2010";"Weekday";"H167.V297";2;"14:00";"14:10";"Peak";2,2;FALSE;0
"L2";"8/1/2010";"Weekday";"H167.V297";4;"21:20";"21:50";"Shoulder 2";4,4;TRUE;0
"L2";"8/1/2010";"Weekday";"H167.V297";6;"22:00";"22:50";"Off-Peak";6,6;TRUE;0
"L2";"4/1/2010";"Weekday";"H167.V298";1;"21:50";"21:50";"Shoulder 2";1,1;TRUE;0
"L2";"4/1/2010";"Weekday";"H167.V298";1;"22:00";"22:00";"Off-Peak";1,1;TRUE;0
"L2";"5/1/2010";"Weekday";"H167.V298";1;"9:50";"9:50";"Shoulder 1";1,1;FALSE;0
"L2";"5/1/2010";"Weekday";"H167.V298";1;"21:20";"21:20";"Shoulder 2";1,1;FALSE;0
"L2";"6/1/2010";"Weekday";"H167.V298";1;"16:40";"16:40";"Peak";1,1;FALSE;0
"L2";"8/1/2010";"Weekday";"H167.V298";1;"8:10";"8:10";"Shoulder 1";1,1;FALSE;0
"L2";"8/1/2010";"Weekday";"H167.V298";1;"17:10";"17:10";"Peak";1,1;FALSE;0
"L2";"8/1/2010";"Weekday";"H167.V298";1;"21:30";"21:30";"Shoulder 2";1,1;FALSE;0
"L2";"4/1/2010";"Weekday";"H168.V299";3;"16:40";"17:00";"Peak";3,3;FALSE;0
"L2";"4/1/2010";"Weekday";"H168.V299";1;"20:00";"20:00";"Shoulder 2";1,1;FALSE;0
"L2";"6/1/2010";"Weekday";"H168.V299";1;"10:00";"10:00";"Shoulder 1";1,1;FALSE;0
"L2";"7/1/2010";"Weekday";"H168.V299";1;"8:20";"8:20";"Shoulder 1";1,1;FALSE;0
"L2";"7/1/2010";"Weekday";"H168.V299";1;"14:30";"14:30";"Peak";1,1;FALSE;0
"L2";"7/1/2010";"Weekday";"H168.V299";4;"17:40";"18:10";"Peak";4,4;FALSE;0
"L2";"8/1/2010";"Weekday";"H168.V299";3;"17:20";"17:40";"Peak";3,3;FALSE;0
"L2";"4/1/2010";"Weekday";"H168.V300";1;"20:30";"20:30";"Shoulder 2";1,1;FALSE;0
"L2";"6/1/2010";"Weekday";"H168.V300";1;"13:00";"13:00";"Shoulder 1";1,1;FALSE;0
"L2";"6/1/2010";"Weekday";"H168.V300";1;"14:30";"14:30";"Peak";1,1;FALSE;0
"L2";"7/1/2010";"Weekday";"H168.V300";1;"19:30";"19:30";"Peak";1,1;FALSE;0
"L2";"7/1/2010";"Weekday";"H168.V300";1;"20:00";"20:00";"Shoulder 2";1,1;FALSE;0
"L2";"7/1/2010";"Weekday";"H168.V300";1;"23:00";"23:00";"Off-Peak";1,1;FALSE;0
"L2";"8/1/2010";"Weekday";"H168.V300";1;"8:40";"8:40";"Shoulder 1";1,1;FALSE;0
"L2";"8/1/2010";"Weekday";"H168.V300";1;"11:20";"11:20";"Shoulder 1";1,1;FALSE;0
"L2";"8/1/2010";"Weekday";"H168.V300";1;"18:40";"18:40";"Peak";1,1;FALSE;0
"L2";"4/1/2010";"Weekday";"H169.V301";1;"6:40";"6:40";"Off-Peak";1,1;FALSE;0
"L2";"4/1/2010";"Weekday";"H169.V301";2;"22:40";"22:50";"Off-Peak";2,2;FALSE;0
"L2";"5/1/2010";"Weekday";"H169.V301";1;"11:10";"11:10";"Shoulder 1";1,1;FALSE;0
"L2";"7/1/2010";"Weekday";"H169.V301";1;"19:50";"19:50";"Peak";1,1;FALSE;0
"L2";"8/1/2010";"Weekday";"H169.V301";2;"12:30";"12:40";"Shoulder 1";2,2;FALSE;0
"L2";"8/1/2010";"Weekday";"H169.V301";4;"15:00";"15:30";"Peak";4,4;FALSE;0
"L2";"8/1/2010";"Weekday";"H169.V301";1;"18:50";"18:50";"Peak";1,1;FALSE;0
"L2";"4/1/2010";"Weekday";"H170.V302";1;"14:10";"14:10";"Peak";1,1;FALSE;0
"L2";"4/1/2010";"Weekday";"H170.V302";1;"17:20";"17:20";"Peak";1,1;FALSE;0
"L2";"5/1/2010";"Weekday";"H170.V302";1;"16:40";"16:40";"Peak";1,1;FALSE;0
"L2";"6/1/2010";"Weekday";"H170.V302";1;"8:30";"8:30";"Shoulder 1";1,1;FALSE;0
"L2";"6/1/2010";"Weekday";"H170.V302";1;"10:00";"10:00";"Shoulder 1";1,1;FALSE;0
"L2";"6/1/2010";"Weekday";"H170.V302";1;"11:40";"11:40";"Shoulder 1";1,1;FALSE;0
"L2";"6/1/2010";"Weekday";"H170.V302";1;"15:00";"15:00";"Peak";1,1;FALSE;0
"L2";"6/1/2010";"Weekday";"H170.V302";1;"16:50";"16:50";"Peak";1,1;FALSE;0
"L2";"6/1/2010";"Weekday";"H170.V302";2;"17:40";"17:50";"Peak";2,2;FALSE;0
"L2";"6/1/2010";"Weekday";"H170.V302";1;"23:00";"23:00";"Off-Peak";1,1;FALSE;0
"L2";"7/1/2010";"Weekday";"H170.V302";1;"17:00";"17:00";"Peak";1,1;FALSE;0
"L2";"7/1/2010";"Weekday";"H170.V302";3;"18:10";"18:30";"Peak";3,3;FALSE;0
"L2";"8/1/2010";"Weekday";"H170.V302";1;"1:10";"1:10";"Off-Peak";1,1;FALSE;0
"L2";"8/1/2010";"Weekday";"H170.V302";2;"12:40";"12:50";"Shoulder 1";2,2;FALSE;0
"L2";"8/1/2010";"Weekday";"H170.V302";2;"15:40";"15:50";"Peak";2,2;FALSE;0
"L2";"8/1/2010";"Weekday";"H170.V302";1;"22:30";"22:30";"Off-Peak";1,1;FALSE;0
"L2";"4/1/2010";"Weekday";"H170.V303";1;"3:40";"3:40";"Off-Peak";1,1;FALSE;0
"L2";"4/1/2010";"Weekday";"H170.V303";9;"18:30";"19:50";"Peak";9,9;TRUE;0
"L2";"4/1/2010";"Weekday";"H170.V303";7;"20:00";"21:00";"Shoulder 2";7,7;TRUE;0
"L2";"5/1/2010";"Weekday";"H170.V303";1;"15:10";"15:10";"Peak";1,1;FALSE;0
"L2";"6/1/2010";"Weekday";"H170.V303";2;"16:20";"16:30";"Peak";2,2;FALSE;0
"L2";"6/1/2010";"Weekday";"H170.V303";14;"17:40";"19:50";"Peak";15,4;FALSE;0
"L2";"8/1/2010";"Weekday";"H170.V303";7;"9:00";"10:00";"Shoulder 1";7,7;FALSE;0
"L2";"8/1/2010";"Weekday";"H170.V303";16;"15:20";"17:50";"Peak";17,6;FALSE;0
"L2";"4/1/2010";"Weekday";"H171.V304";1;"5:00";"5:00";"Off-Peak";1,1;FALSE;0
"L2";"4/1/2010";"Weekday";"H171.V304";5;"12:10";"12:50";"Shoulder 1";5,5;FALSE;0
"L2";"4/1/2010";"Weekday";"H171.V304";5;"16:30";"17:10";"Peak";5,5;FALSE;0
"L2";"4/1/2010";"Weekday";"H171.V304";6;"22:10";"23:00";"Off-Peak";6,6;FALSE;0
"L2";"5/1/2010";"Weekday";"H171.V304";1;"1:30";"1:30";"Off-Peak";1,1;FALSE;0
"L2";"5/1/2010";"Weekday";"H171.V304";3;"14:00";"14:20";"Peak";3,3;FALSE;0
"L2";"5/1/2010";"Weekday";"H171.V304";1;"19:30";"19:30";"Peak";1,1;FALSE;0
"L2";"6/1/2010";"Weekday";"H171.V304";1;"17:50";"17:50";"Peak";1,1;FALSE;0
"L2";"7/1/2010";"Weekday";"H171.V304";1;"12:40";"12:40";"Shoulder 1";1,1;FALSE;0
"L2";"7/1/2010";"Weekday";"H171.V304";1;"15:40";"15:40";"Peak";1,1;FALSE;0
"L2";"8/1/2010";"Weekday";"H171.V304";1;"11:40";"11:40";"Shoulder 1";1,1;FALSE;0
"L2";"8/1/2010";"Weekday";"H171.V304";6;"12:30";"13:20";"Shoulder 1";6,6;FALSE;0
"L2";"8/1/2010";"Weekday";"H171.V304";1;"16:50";"16:50";"Peak";1,1;FALSE;0
"L2";"4/1/2010";"Weekday";"H171.V305";1;"18:20";"18:20";"Peak";1,1;FALSE;0
"L2";"5/1/2010";"Weekday";"H171.V305";1;"18:10";"18:10";"Peak";1,1;FALSE;0
"L2";"7/1/2010";"Weekday";"H171.V305";1;"9:30";"9:30";"Shoulder 1";1,1;FALSE;0
"L2";"8/1/2010";"Weekday";"H171.V305";1;"13:40";"13:40";"Shoulder 1";1,1;FALSE;0
